,class,text,text_trat
5054,0,Lmao you know me so well...,lmao know well
5055,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins & double txt & 1/2 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optout/lf56
5056,0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train back northampton afraid ! staying skyving today ho ho ! around wednesday though fancy comedy club week way ?
5057,0,Goodnight da thangam I really miss u dear.,goodnight da thangam really miss dear
5058,0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun 1030 there's basic yoga course bugis go pilates intro next sat tell time free
5059,0,"Geeeee ... Your internet is really bad today, eh ?",geeeee internet really bad today eh ?
5060,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phones half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382 call2optout/674
5061,0,I think i am disturbing her da,think disturbing da
5062,0,"Sorry, I'll call you  later. I am in meeting sir.",sorry i'll call later meeting sir
5063,0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck orchard dad's car going dinner leh ? free tonight ?
5064,0,Ok i also wan 2 watch e 9 pm show...,ok also wan watch 9 pm show
5065,0,I dunno lei... Like dun haf...,dunno lei like dun haf
5066,0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,brother transfered &lt ; #&gt ; + &lt ; #&gt ; pa
5067,0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,calls later afternoon onwords mtnl service get problem south mumbai hear cann't listen
5068,1,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,83039 62735= £ 450 uk break accommodationvouchers terms & conditions apply claim mustprovide claim number 15541
5069,0,Talk to g and x about that,talk
5070,0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friends new &amp ; present number : rajitha raj ranju
5071,1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,5p alfie moon's children need song mob tell m8s txt tone charity 8007 nokias poly charity polys : zed 08701417012 profit charity
5072,0,As in different styles?,different styles ?
5073,1,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win £ 200 shopping spree every week starting play text store 88039 skilgme tscs08714740323 1winawk ! age16 £ 1 50perweeksub
5074,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dear slp well take care swt dreams muah
5075,0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent &lt ; #&gt ; mesages today thats sorry hurts
5076,1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",2nd attempt contract weeks top prize either £ 1000 cash £ 200 prize call 09066361921
5077,0,"Well, i'm glad you didn't find it totally disagreeable ... Lol",well glad find totally disagreeable lol
5078,0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy flash go call call madam take care oh
5079,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nokia 3510i colour phone deliveredtomorrow ? 300 free minutes mobile + 100 free texts + free camcorder reply call 08000930705
5080,0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,mark works tomorrow gets 5 work house meet afterwards
5081,0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""","keep problems heart b'coz nobody fight &amp ; fight self &amp ; win battle - vivekanand - 9t sd ham yeah give call got minute ham hi babe uawake ? feellikw shit justfound via aletter thatmum gotmarried 4thnov behind ourbacks  fuckinnice ! selfish deviousbitch anyway il call u"""
5082,0,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing : rearrange letters gives meaning dormitory = dirty room astronomer = moon starer eyes = see election results = lies lets recount mother - - law = woman hitler eleven plus two =twelve plus one amazing ! : -
5083,0,Aiya we discuss later lar... Pick ü up at 4 is it?,aiya discuss later lar pick ü ?
5084,0,Hey happy birthday...,hey happy birthday
5085,0,Sorry i missed your call. Can you please call back.,sorry missed call please call back
5086,0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,omg one thing another cat worms : / bad day end ?
5087,0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",good morning im suffering fever dysentry able come office today
5088,0,I wont do anything de.,wont anything de
5089,0,What type of stuff do you sing?,type stuff sing ?
5090,0,"St andre, virgil's cream",st andre virgil's cream
5091,0,No no. I will check all rooms befor activities,check rooms befor activities
5092,0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah okie lor goin drivin den go shoppin tt
5093,0,Gokila is talking with you aha:),gokila talking aha :
5094,0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem
5095,0,K.k.this month kotees birthday know?,month kotees birthday know ?
5096,0,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,really really broke oh amount small even &lt ; #&gt ;
5097,0,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mates phone didnt write love kate
5098,1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themob>hit link get premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaper - free !
5099,0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confuses things doesnt ? thought friends maybe wrong thing already sort invited - tho may come cos money
5100,0,"Aight, call me once you're close",aight call close
5101,0,Nope thats fine. I might have a nap tho! ,nope thats fine might nap tho !
5102,1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt failed due network error queries customersqueries @ netvision uk com
5103,0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news hassling get weed week andres money haughaighgtujhyguj
5104,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8","boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell saved asked 'hw cn run fast ? ' boy replied ""boost secret energy"" instantly girl shouted ""our energy"" thy lived happily 2gthr drinking boost evrydy moral story : - hv free msgs : ; : gud ni8"
5105,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgently vry urgent hv shortage &lt ; #&gt ; lacs source arng dis amt &lt ; #&gt ; lacs thats prob
5106,0,Ding me on ya break fassyole! Blacko from londn,ding ya break fassyole ! blacko londn
5107,0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,really need kiss miss baby baby 4eva
5108,0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start saying big things actually start understanding small things *have nice evening* bslvyl
5109,0,Oh you got many responsibilities.,oh got many responsibilities
5110,1,You have 1 new message. Please call 08715205273,1 new message please call 08715205273
5111,0,I've reached sch already...,i've reached sch already
5112,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december ! mobile 11mths+ ? entitled update latest colour camera mobile free ! call mobile update vco free 08002986906
5113,0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,definitely need module humanities dis sem izzit ? wan take modules 1st ?
5114,0,Argh why the fuck is nobody in town ;_;,argh fuck nobody town ; _ ;
5115,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get 3 lions england tone reply lionm mono lionp poly go www ringtones co uk original best tones 3gbp network operator rates apply
5116,0,Thanks. Fills me with complete calm and reassurance! ,thanks fills complete calm reassurance !
5117,0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
5118,0,Are you driving or training?,driving training ?
5119,0,Lol for real. She told my dad I have cancer,lol real told dad cancer
5120,1,PRIVATE! Your 2003 Account Statement for 078,private ! 2003 account statement 078
5121,0,"Oops I did have it,  &lt;#&gt; ?",oops &lt ; #&gt ; ?
5122,0,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,enufcredeit tocall shall ileave uni 6 +get bus yor house ?
5123,0,"Hi Chikku, send some nice msgs",hi chikku send nice msgs
5124,0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue always treats like sub like never released remind necessary
5125,0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den 6 plus lor workin oso rite den go orchard lor place go liao
5126,0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful okors great month cherish guys wish well day mojibiola
5127,0,Cuz ibored. And don wanna study,cuz ibored wanna study
5128,0,Wot about on wed nite I am 3 then but only til 9!,wot wed nite 3 til 9 !
5129,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose red red blood blood heart heart send tis friends including like get back 1 - poor relation ! - need 1 support 3 - frnd many - some1 luvs 5+ - some1 praying god marry : - try
5130,0,Any way where are you and what doing.,way
5131,0,That sucks. I'll go over so u can do my hair. You'll do it free right?,sucks i'll go hair free right ?
5132,0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,still working time also tried adding zeros savings checking &lt ; #&gt ;
5133,0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
5134,0,Sday only joined.so training we started today:),sday joined training started today :
5135,0,Sorry * was at the grocers.,sorry * grocers
5136,0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pubs near frankie bennys near warner cinema ?
5137,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",! 4* costa del sol holiday £ 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost £ 1 50/pm max10mins
5138,0,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup havent want go yoga ? call book
5139,0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause getting owed face
5140,0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine would really gentle unlike docs treat patients like turkeys
5141,1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free 1st week ! no1 nokia tone mobile every week txt nokia 8077 get txting tell mates www getzed co uk pobox 36504 w45wq 16+ norm150p/tone
5142,0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,started dont stop pray good ideas anything see help guys forward link
5143,0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin im helens fone im gonna princes nite please come tb love kate
5144,0,I'm in office now da:)where are you?,office da : ?
5145,0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar poor thing give support jia ! i'll think
5146,0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally bad timing great fingers trains play along ! give fifteen min warning
5147,1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selection summer bulbs seeds worth £ 33 : 50 scotsman saturday stop go2 notxt co uk
5148,0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),come wenever lik come also tel vikky come getting free time : -
5149,0,Pls call me da. What happen.,pls call da happen
5150,0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year family may new year bring happiness stability tranquility vibrant colourful life : :
5151,0,No problem with the renewal. I.ll do it right away but i dont know his details.,problem renewal right away dont know details
5152,0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk sitting stop shop parking lot right bawling eyes feel like failure everything nobody wants feel like failing
5153,0,Haven't left yet so probably gonna be here til dinner,left yet probably gonna til dinner
5154,0,"Like  &lt;#&gt; , same question",like &lt ; #&gt ; question
5155,0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new years eve ok went party boyfriend si hey
5156,0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",sir need velusamy sir's date birth company bank facilities details
5157,0,K k:) sms chat with me.,: sms chat
5158,0,I will come with karnan car. Please wait till 6pm will directly goto doctor.,come karnan car please wait till 6pm directly goto doctor
5159,0,No but the bluray player can,bluray player
5160,0,Ok... Then r we meeting later?,ok meeting later ?
5161,0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,lol need cash nitros hurry come crash !
5162,0,Just send a text. We'll skype later.,send text we'll skype later
5163,0,Ok leave no need to ask,ok leave need ask
5164,1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats mobile 3g videophones call 09063458130 ! videochat wid mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
5165,0,Ü still got lessons?  Ü in sch?,ü still got lessons ? ü sch ?
5166,0,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,dun believe leh ? tot told true already thk muz us tog believe
5167,0,Oh did you charge camera,oh charge camera
5168,0,"I‘ve got some salt, you can rub it in my open wounds if you like!",i‘ve got salt rub open wounds like !
5169,0,Now i'm going for lunch.,going lunch
5170,0,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,school i'll da lab stuff give call ü done
5171,0,Oh k. . I will come tomorrow,oh come tomorrow
5172,0,"Aight, text me tonight and we'll see what's up",aight text tonight we'll see what's
5173,0,U 2.,
5174,0,Water logging in desert. Geoenvironmental implications.,water logging desert geoenvironmental implications
5175,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pls favour pls convey birthday wishes nimya pls today birthday
5176,0,Company is very good.environment is terrific and food is really nice:),company good environment terrific food really nice :
5177,0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",strange watching 2nd one bed sweet dreams miss
5178,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,sms auction - brand new nokia 7250 auction today ! auction free join & take part ! txt nokia 86021 !
5179,0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope ok said would text seen let gently please
5180,0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe ! fucking love ! ! know ? fuck good hear voice need crave can't get enough adore ahmad *kisses*
5181,0,K sure am in my relatives home. Sms me de. Pls:-),sure relatives home sms de pls : -
5182,0,I sent them. Do you like?,sent like ?
5183,0,"Fuuuuck I need to stop sleepin, sup",fuuuuck need stop sleepin sup
5184,0,I'm in town now so i'll jus take mrt down later.,town i'll jus take mrt later
5185,0,I just cooked a rather nice salmon a la you,cooked rather nice salmon la
5186,0,I uploaded mine to Facebook,uploaded mine facebook
5187,0,WHAT TIME U WRKIN?,time wrkin ?
5188,0,Okie,okie
5189,1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry weekly comp chance win ipod txt pod 80182 get entry std txt rate t&c's apply 08452810073 details 18+
5190,1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,records indicate maybe entitled 5000 pounds compensation accident claim free reply claim msg stop txt stop
5191,0,"Sorry, I'll call later",sorry i'll call later
5192,0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den muz change plan liao go back yan jiu
5193,0,"It's wylie, you in tampa or sarasota?",wylie tampa sarasota ?
5194,0,Ok... Take ur time n enjoy ur dinner...,ok take time enjoy dinner
5195,0,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,darren saying dat meeting da ge den dun meet dinner cos later leave xy feel awkward den meet lunch lor
5196,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spook mob halloween collection logo & pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logo/pic
5197,0,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,like cheap ! i‘m happy splash wine makes feel better
5198,0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,fine difficulties phone works mine pls send another friend request
5199,0,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurts musta overdid mon
5200,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,call germany 1 pence per minute ! call fixed line via access number 0844 861 85 85 prepayment direct access ! www telediscount co uk
5201,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",! 4* costa del sol holiday £ 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost £ 1 50/pm max10mins
5202,0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount get books ?
5203,0,Me fine..absolutly fine,fine absolutly fine
5204,0,How come she can get it? Should b quite diff to guess rite...,come get ? quite diff guess rite
5205,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,mobile 11mths ? update free oranges latest colour camera mobiles & unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptxt
5206,0,I will reach ur home in  &lt;#&gt;  minutes,reach home &lt ; #&gt ; minutes
5207,0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",babe answering can't see ? maybe better reboot ym got photo great !
5208,0,Hi.what you think about match?,hi think match ?
5209,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop
5210,0,Dai i downloaded but there is only exe file which i can only run that exe after installing.,dai downloaded exe file run exe installing
5211,0,It is only yesterday true true.,yesterday true true
5212,0,K.k.how is your business now?,business ?
5213,0,3 pa but not selected.,3 pa selected
5214,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja 25/f inviting friend reply yes - 440 - 440 see : www sms ac/u/nat27081980 stop ? send stop frnd 62468
5215,0,I keep ten rs in my shelf:) buy two egg.,keep ten rs shelf : buy two egg
5216,0,I am late. I will be there at,late
5217,0,Well thats nice. Too bad i cant eat it,well thats nice bad cant eat
5218,0,I accidentally brought em home in the box,accidentally brought em home box
5219,0,Pls she needs to dat slowly or she will vomit more.,pls needs dat slowly vomit
5220,0,I have to take exam with in march 3,take exam march 3
5221,0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babes goin wrk feel ill lst nite foned already cover chuck : -
5222,0,5 nights...We nt staying at port step liao...Too ex,5 nights nt staying port step liao ex
5223,0,If I die I want u to have all my stuffs.,die want stuffs
5224,0,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,oh fuck juswoke bed boatin docks slept wid 25 year old spinout ! giv da gossip l8r xxx
5225,0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile pleasure smile pain smile trouble pours like rain smile sum1 hurts smile becoz someone still loves see smiling ! !
5226,0,Prabha..i'm soryda..realy..frm heart i'm sory,prabha soryda realy frm heart sory
5227,0,I re-met alex nichols from middle school and it turns out he's dealing!,- met alex nichols middle school turns he's dealing !
5228,1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,private ! 2003 account statement <fone no> shows 800 un - redeemed points call 08715203656 identifier code : 42049 expires 26/10/04
5229,0,It means u could not keep ur words.,means could keep words
5230,0,"Nope, I'm still in the market",nope still market
5231,0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,realise busy guy trying bother get exams outta way try cars gr8 day
5232,1,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,chosen receive £ 350 award ! pls call claim number 09066364311 collect award selected receive valued mobile customer
5233,0,Hey what how about your project. Started aha da.,hey project started aha da
5234,0,Ok cool. See ya then.,ok cool see ya
5235,0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,uworld site buying qbank buying self assessment also ?
5236,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion ? 1 jada 3 kusruthi lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
5237,1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,someonone know trying contact via dating service ! find could call mobile landline 09064015307 box334sk38ch
5238,0,Yeah I can still give you a ride,yeah still give ride
5239,0,"Jay wants to work out first, how's 4 sound?",jay wants work first how's sound ?
5240,0,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gud chikku tke care sleep well gud nyt
5241,0,Its a part of checking IQ,part checking iq
5242,0,Hmm thinking lor...,hmm thinking lor
5243,0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,course ! tease know simply must see ! *grins* keep posted prey *loving smile* *devouring kiss*
5244,0,thanks for the temales it was wonderful. Thank. Have a great week.,thanks temales wonderful thank great week
5245,0,Thank you princess! I want to see your nice juicy booty...,thank princess ! want see nice juicy booty
5246,0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,eaten day sitting staring juicy pizza can't eat meds ruining life
5247,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dear slp well take care swt dreams muah
5248,0,U come n search tat vid..not finishd..,come search tat vid finishd
5249,0,"K I'm leaving soon, be there a little after 9",leaving soon little 9
5250,1,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent ! please call 09061213237 landline £ 5000 cash 4* holiday await collection &cs sae po box 177 m227xy 16+
5251,0,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",yeah work fine started last week stuff dull easy guys fun !
5252,0,You do your studies alone without anyones help. If you cant no need to study.,studies alone without anyones help cant need study
5253,0,Please tell me not all of my car keys are in your purse,please tell car keys purse
5254,0,I didnt get anything da,didnt get anything da
5255,0,Ok... Sweet dreams...,ok sweet dreams
5256,0,Well she's in for a big surprise!,well big surprise !
5257,0,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy &amp ; well :
5258,0,1 in cbe. 2 in chennai.,1 cbe chennai
5259,0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,help swoop picking wherever birds meeting want
5260,0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,anyone calls treadmill say buy make sure working found ad craigslist selling $ &lt ; #&gt ;
5261,0,I absolutely LOVE South Park! I only recently started watching the office.,absolutely love south park ! recently started watching office
5262,0,Did you see that film:),see film :
5263,0,Pls speak with me. I wont ask anything other then you friendship.,pls speak wont ask anything friendship
5264,0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@","storming msg : wen lift phne say ""hello"" knw wt real meaning hello ? ? name girl ! yes knw dat girl ? ? ""margaret hello"" girlfrnd grahmbell invnted telphone moral : one 4get name person bt girlfrnd @"
5265,0,Gud ni8.swt drms.take care,gud ni8 swt drms take care
5266,0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,hi darlin kate doin somethin tonight ? im going pub called swan something parents one drink phone
5267,0,Anything lar then ü not going home 4 dinner?,anything lar ü going home dinner ?
5268,0,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",er enjoyin indians mo yep sall good hehe ; > hows bout shexy ? pete xx
5269,1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",prize go another customer t&c www - biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back busy
5270,0,Did u fix the teeth?if not do it asap.ok take care.,fix teeth ? asap ok take care
5271,0,So u wan 2 come for our dinner tonight a not?,wan come dinner tonight ?
